Timestamp,Currency_Name,Rate_to_RUB
2023-03-29 12:00:00,Швейцарский франк,83.4993
2023-03-29 12:00:00,Армянский драм,0.1973
2023-03-29 12:00:00,Евро,82.775
2023-03-29 12:00:00,Грузинский лари,29.7406
2023-03-29 12:00:00,Японская иена,0.5863
2023-03-29 12:00:00,Канадский доллар,55.9815
2023-03-29 12:00:00,Австралийский доллар,51.2337
2023-03-29 12:00:00,Дирхам ОАЭ,20.8561
2023-03-29 12:00:00,Польский злотый,17.737
2023-03-29 12:00:00,Индийская рупия,0.9264
2023-03-29 12:00:00,Фунт стерлингов Соединенного королевства,94.0114
2023-03-29 12:00:00,Шведская крона,7.4207
2023-03-29 12:00:00,Турецкая лира,4.0133
2023-03-29 12:00:00,Сингапурский доллар,57.6588
2023-03-29 12:00:00,Белорусский рубль,26.9261
2023-03-30 12:00:00,Индийская рупия,0.931
2023-03-30 12:00:00,Польский злотый,17.8132
2023-03-30 12:00:00,Китайский юань,11.1622
2023-03-30 12:00:00,Доллар США,76.9781
2023-03-30 12:00:00,Турецкая лира,4.03
2023-03-30 12:00:00,Сингапурский доллар,57.9262
2023-03-30 12:00:00,Южнокорейская вона,0.0591
2023-03-30 12:00:00,Казахстанский тенге,0.1692
2023-03-30 12:00:00,Шведская крона,7.4187
2023-03-30 12:00:00,Австралийский доллар,51.5984
2023-03-30 12:00:00,Фунт стерлингов Соединенного королевства,94.8909
2023-03-30 12:00:00,Дирхам ОАЭ,20.9595
2023-03-30 12:00:00,Грузинский лари,29.9386
2023-03-30 12:00:00,Евро,83.4859
2023-03-30 12:00:00,Канадский доллар,56.4935
2023-03-30 12:00:00,Японская иена,0.5864
2023-03-30 12:00:00,Белорусский рубль,26.9559
2023-03-30 12:00:00,Армянский драм,0.1983
2023-03-30 12:00:00,Швейцарский франк,83.6809
2023-03-31 12:00:00,Грузинский лари,30.0473
2023-03-31 12:00:00,Турецкая лира,4.0308
2023-03-31 12:00:00,Польский злотый,17.9404
